timestamp,datetime,open,high,low,close,volume,source
1787643900000,2026-08-25T07:45:00.000Z,101.668,101.723,99.548,100.248,4899.69489,bitstamp
1787644800000,2026-08-25T08:00:00.000Z,100.222,100.394,99.732,100.229,3371.30227,bitstamp
1787645700000,2026-08-25T08:15:00.000Z,100.24,101.058,100.24,101.001,3816.479,bitstamp
1787646600000,2026-08-25T08:30:00.000Z,101.07,101.07,100.225,100.668,3228.86625,bitstamp
1787647500000,2026-08-25T08:45:00.000Z,100.73,100.737,100.343,100.343,3211.24245,bitstamp
1787648400000,2026-08-25T09:00:00.000Z,100.387,100.44,99.982,100.334,2795.11311,bitstamp
1787649300000,2026-08-25T09:15:00.000Z,100.331,100.516,100.022,100.121,2215.99761,bitstamp
1787650200000,2026-08-25T09:30:00.000Z,100.127,100.632,100.127,100.423,2506.57273,bitstamp
1787651100000,2026-08-25T09:45:00.000Z,100.415,100.536,99.3,99.76,8867.73269,bitstamp
1787652000000,2026-08-25T10:00:00.000Z,99.831,99.861,99.157,99.399,4191.10251,bitstamp
1787652900000,2026-08-25T10:15:00.000Z,99.451,99.741,99.271,99.514,3252.70566,bitstamp
1787653800000,2026-08-25T10:30:00.000Z,99.53,99.646,99.296,99.574,2725.25228,bitstamp
1787654700000,2026-08-25T10:45:00.000Z,99.575,99.848,99.51,99.629,2673.58122,bitstamp
1787655600000,2026-08-25T11:00:00.000Z,99.625,99.68,98.828,98.964,5511.93107,bitstamp
1787656500000,2026-08-25T11:15:00.000Z,98.98,99.101,98.523,98.82,2834.88662,bitstamp
1787657400000,2026-08-25T11:30:00.000Z,98.9,99.198,98.709,98.709,2787.98632,bitstamp
1787658300000,2026-08-25T11:45:00.000Z,98.664,98.811,98.532,98.568,3511.87511,bitstamp
1787659200000,2026-08-25T12:00:00.000Z,98.641,98.794,97.824,98.519,5705.14886,bitstamp
1787660100000,2026-08-25T12:15:00.000Z,98.489,98.489,97.468,98.165,6689.6673,bitstamp
1787661000000,2026-08-25T12:30:00.000Z,98.185,98.342,97.828,98.242,3043.88527,bitstamp
1787661900000,2026-08-25T12:45:00.000Z,98.258,98.704,98.224,98.613,2510.95374,bitstamp
1787662800000,2026-08-25T13:00:00.000Z,98.578,98.791,98.066,98.094,6041.52475,bitstamp
1787663700000,2026-08-25T13:15:00.000Z,98.096,98.123,96.653,96.961,8051.69083,bitstamp
1787664600000,2026-08-25T13:30:00.000Z,96.892,98.143,96.892,97.448,7319.56301,bitstamp
